"GEO_ID","NAME","B01003_001E","B01003_001M"
"0500000US19069","Franklin County, Iowa","10245","*****"
"0500000US19071","Fremont County, Iowa","6968","*****"
"0500000US19073","Greene County, Iowa","9003","*****"
"0500000US19075","Grundy County, Iowa","12341","*****"
"0500000US19077","Guthrie County, Iowa","10674","*****"
"0500000US19079","Hamilton County, Iowa","15110","*****"
"0500000US19081","Hancock County, Iowa","10888","*****"
"0500000US19083","Hardin County, Iowa","17127","*****"
"0500000US19085","Harrison County, Iowa","14143","*****"
"0500000US19087","Henry County, Iowa","19926","*****"
"0500000US19089","Howard County, Iowa","9264","*****"
"0500000US19091","Humboldt County, Iowa","9566","*****"
"0500000US19093","Ida County, Iowa","6916","*****"
"0500000US19095","Iowa County, Iowa","16207","*****"
"0500000US19097","Jackson County, Iowa","19395","*****"
"0500000US19099","Jasper County, Iowa","36891","*****"
"0500000US19101","Jefferson County, Iowa","18077","*****"
"0500000US19103","Johnson County, Iowa","147001","*****"
"0500000US19105","Jones County, Iowa","20568","*****"
"0500000US19107","Keokuk County, Iowa","10200","*****"
"0500000US19109","Kossuth County, Iowa","15075","*****"
"0500000US19111","Lee County, Iowa","34541","*****"
"0500000US19113","Linn County, Iowa","222121","*****"
"0500000US19115","Louisa County, Iowa","11223","*****"
"0500000US19117","Lucas County, Iowa","8597","*****"
"0500000US19119","Lyon County, Iowa","11769","*****"
"0500000US19121","Madison County, Iowa","15890","*****"
"0500000US19123","Mahaska County, Iowa","22208","*****"
"0500000US19125","Marion County, Iowa","33207","*****"
"0500000US19127","Marshall County, Iowa","40271","*****"
"0500000US19129","Mills County, Iowa","14957","*****"
"0500000US19131","Mitchell County, Iowa","10631","*****"
"0500000US19133","Monona County, Iowa","8796","*****"
"0500000US19135","Monroe County, Iowa","7863","*****"
"0500000US19137","Montgomery County, Iowa","10155","*****"
"0500000US19139","Muscatine County, Iowa","42950","*****"
"0500000US19141","O'Brien County, Iowa","13911","*****"
"0500000US19143","Osceola County, Iowa","6115","*****"
"0500000US19145","Page County, Iowa","15363","*****"
"0500000US19147","Palo Alto County, Iowa","9055","*****"
"0500000US19149","Plymouth County, Iowa","25039","*****"
"0500000US19151","Pocahontas County, Iowa","6898","*****"
"0500000US19153","Polk County, Iowa","474274","*****"
"0500000US19155","Pottawattamie County, Iowa","93503","*****"
"0500000US19157","Poweshiek County, Iowa","18605","*****"
"0500000US19159","Ringgold County, Iowa","4984","*****"
"0500000US19161","Sac County, Iowa","9868","*****"
"0500000US19163","Scott County, Iowa","172288","*****"
"0500000US19165","Shelby County, Iowa","11694","*****"
"0500000US19167","Sioux County, Iowa","34825","*****"
"0500000US19169","Story County, Iowa","96922","*****"
"0500000US19171","Tama County, Iowa","17136","*****"
"0500000US19173","Taylor County, Iowa","6201","*****"
"0500000US19175","Union County, Iowa","12453","*****"
"0500000US19177","Van Buren County, Iowa","7223","*****"
"0500000US19179","Wapello County, Iowa","35315","*****"
"0500000US19181","Warren County, Iowa","49361","*****"
"0500000US19183","Washington County, Iowa","22143","*****"
"0500000US19185","Wayne County, Iowa","6413","*****"
"0500000US19187","Webster County, Iowa","36757","*****"
"0500000US19189","Winnebago County, Iowa","10571","*****"
"0500000US19191","Winneshiek County, Iowa","20401","*****"
"0500000US19193","Woodbury County, Iowa","102398","*****"
"0500000US19195","Worth County, Iowa","7489","*****"
"0500000US19197","Wright County, Iowa","12804","*****"
"0500000US20001","Allen County, Kansas","12630","*****"
"0500000US20003","Anderson County, Kansas","7852","*****"
"0500000US20005","Atchison County, Kansas","16363","*****"
"0500000US20009","Barton County, Kansas","26791","*****"
"0500000US20011","Bourbon County, Kansas","14702","*****"
"0500000US20013","Brown County, Kansas","9664","*****"
"0500000US20015","Butler County, Kansas","66468","*****"
"0500000US20017","Chase County, Kansas","2645","*****"
"0500000US20019","Chautauqua County, Kansas","3367","*****"
"0500000US20021","Cherokee County, Kansas","20331","*****"
"0500000US20023","Cheyenne County, Kansas","2677","*****"
"0500000US20025","Clark County, Kansas","2053","*****"
"0500000US20027","Clay County, Kansas","8142","*****"
"0500000US20029","Cloud County, Kansas","9060","*****"
"0500000US20031","Coffey County, Kansas","8296","*****"
"0500000US20035","Cowley County, Kansas","35591","*****"
"0500000US20037","Crawford County, Kansas","39108","*****"
"0500000US20039","Decatur County, Kansas","2881","*****"
"0500000US20041","Dickinson County, Kansas","19004","*****"
"0500000US20043","Doniphan County, Kansas","7736","*****"
"0500000US20045","Douglas County, Kansas","119319","*****"
"0500000US20047","Edwards County, Kansas","2925","*****"
"0500000US20049","Elk County, Kansas","2562","*****"
"0500000US20051","Ellis County, Kansas","28878","*****"
"0500000US20053","Ellsworth County, Kansas","6293","*****"
"0500000US20055","Finney County, Kansas","36957","*****"
"0500000US20057","Ford County, Kansas","34484","*****"
"0500000US20059","Franklin County, Kansas","25563","*****"
"0500000US20061","Geary County, Kansas","34895","*****"
"0500000US20065","Graham County, Kansas","2545","*****"
"0500000US20067","Grant County, Kansas","7616","*****"
"0500000US20069","Gray County, Kansas","6037","*****"
"0500000US20073","Greenwood County, Kansas","6156","*****"
"0500000US20075","Hamilton County, Kansas","2616","*****"
"0500000US20077","Harper County, Kansas","5673","*****"
"0500000US20079","Harvey County, Kansas","34555","*****"
"0500000US20081","Haskell County, Kansas","4047","*****"
"0500000US20085","Jackson County, Kansas","13318","*****"
"0500000US20087","Jefferson County, Kansas","18888","*****"
"0500000US20089","Jewell County, Kansas","2916","*****"
"0500000US20091","Johnson County, Kansas","585502","*****"
"0500000US20093","Kearny County, Kansas","3932","*****"
"0500000US20095","Kingman County, Kansas","7470","*****"
"0500000US20097","Kiowa County, Kansas","2526","*****"
"0500000US20099","Labette County, Kansas","20367","*****"
"0500000US20103","Leavenworth County, Kansas","80042","*****"
"0500000US20105","Lincoln County, Kansas","3097","*****"
"0500000US20107","Linn County, Kansas","9635","*****"
"0500000US20109","Logan County, Kansas","2810","*****"
"0500000US20111","Lyon County, Kansas","33299","*****"
"0500000US20113","McPherson County, Kansas","28630","*****"
"0500000US20115","Marion County, Kansas","12032","*****"
"0500000US20117","Marshall County, Kansas","9798","*****"
"0500000US20119","Meade County, Kansas","4261","*****"
"0500000US20121","Miami County, Kansas","33127","*****"
"0500000US20123","Mitchell County, Kansas","6222","*****"
"0500000US20125","Montgomery County, Kansas","32970","*****"
"0500000US20127","Morris County, Kansas","5566","*****"
"0500000US20129","Morton County, Kansas","2838","*****"
"0500000US20131","Nemaha County, Kansas","10104","*****"
"0500000US20133","Neosho County, Kansas","16125","*****"
"0500000US20135","Ness County, Kansas","2955","*****"
"0500000US20137","Norton County, Kansas","5486","*****"
"0500000US20139","Osage County, Kansas","15882","*****"
"0500000US20141","Osborne County, Kansas","3603","*****"
"0500000US20143","Ottawa County, Kansas","5902","*****"
"0500000US20145","Pawnee County, Kansas","6709","*****"
"0500000US20147","Phillips County, Kansas","5408","*****"
"0500000US20149","Pottawatomie County, Kansas","23545","*****"
"0500000US20151","Pratt County, Kansas","9582","*****"
"0500000US20153","Rawlins County, Kansas","2509","*****"
"0500000US20155","Reno County, Kansas","63101","*****"
"0500000US20157","Republic County, Kansas","4686","*****"
"0500000US20159","Rice County, Kansas","9762","*****"
"0500000US20161","Riley County, Kansas","75296","*****"
"0500000US20163","Rooks County, Kansas","5118","*****"
"0500000US20167","Russell County, Kansas","6977","*****"
"0500000US20169","Saline County, Kansas","54977","*****"
"0500000US20171","Scott County, Kansas","4949","*****"
"0500000US20173","Sedgwick County, Kansas","512064","*****"
"0500000US20175","Seward County, Kansas","22692","*****"
"0500000US20177","Shawnee County, Kansas","178284","*****"
"0500000US20179","Sheridan County, Kansas","2506","*****"
"0500000US20181","Sherman County, Kansas","5966","*****"
"0500000US20183","Smith County, Kansas","3663","*****"
"0500000US20185","Stafford County, Kansas","4214","*****"
"0500000US20187","Stanton County, Kansas","2063","*****"
"0500000US20189","Stevens County, Kansas","5686","*****"
"0500000US20191","Sumner County, Kansas","23208","*****"
"0500000US20193","Thomas County, Kansas","7824","*****"
"0500000US20195","Trego County, Kansas","2858","*****"
"0500000US20197","Wabaunsee County, Kansas","6888","*****"
"0500000US20201","Washington County, Kansas","5525","*****"
"0500000US20203","Wichita County, Kansas","2143","*****"
"0500000US20205","Wilson County, Kansas","8780","*****"
"0500000US20207","Woodson County, Kansas","3170","*****"
"0500000US20209","Wyandotte County, Kansas","164345","*****"
"0500000US21001","Adair County, Kentucky","19241","*****"
"0500000US21003","Allen County, Kentucky","20794","*****"
"0500000US21005","Anderson County, Kentucky","22214","*****"
"0500000US21007","Ballard County, Kentucky","8090","*****"
"0500000US21009","Barren County, Kentucky","43680","*****"
"0500000US21011","Bath County, Kentucky","12268","*****"
"0500000US21013","Bell County, Kentucky","27188","*****"
"0500000US21015","Boone County, Kentucky","129095","*****"
"0500000US21017","Bourbon County, Kentucky","20144","*****"
"0500000US21019","Boyd County, Kentucky","48091","*****"
"0500000US21021","Boyle County, Kentucky","29913","*****"
"0500000US21023","Bracken County, Kentucky","8306","*****"
"0500000US21025","Breathitt County, Kentucky","13116","*****"
"0500000US21027","Breckinridge County, Kentucky","20080","*****"
"0500000US21029","Bullitt County, Kentucky","79466","*****"
"0500000US21031","Butler County, Kentucky","12745","*****"
"0500000US21033","Caldwell County, Kentucky","12727","*****"
"0500000US21035","Calloway County, Kentucky","38776","*****"
"0500000US21037","Campbell County, Kentucky","92267","*****"
"0500000US21039","Carlisle County, Kentucky","4841","*****"
"0500000US21041","Carroll County, Kentucky","10711","*****"
"0500000US21043","Carter County, Kentucky","27290","*****"
"0500000US21045","Casey County, Kentucky","15796","*****"
"0500000US21047","Christian County, Kentucky","72263","*****"
"0500000US21049","Clark County, Kentucky","35872","*****"
"0500000US21051","Clay County, Kentucky","20621","*****"
"0500000US21053","Clinton County, Kentucky","10211","*****"
"0500000US21055","Crittenden County, Kentucky","9083","*****"
"0500000US21057","Cumberland County, Kentucky","6713","*****"
"0500000US21059","Daviess County, Kentucky","99937","*****"
"0500000US21061","Edmonson County, Kentucky","12122","*****"
"0500000US21063","Elliott County, Kentucky","7517","*****"
"0500000US21065","Estill County, Kentucky","14313","*****"
"0500000US21067","Fayette County, Kentucky","318734","*****"
"0500000US21069","Fleming County, Kentucky","14479","*****"
"0500000US21071","Floyd County, Kentucky","36926","*****"
"0500000US21073","Franklin County, Kentucky","50296","*****"
"0500000US21075","Fulton County, Kentucky","6210","*****"
"0500000US21077","Gallatin County, Kentucky","8703","*****"
"0500000US21079","Garrard County, Kentucky","17328","*****"
"0500000US21081","Grant County, Kentucky","24915","*****"
"0500000US21083","Graves County, Kentucky","37294","*****"
"0500000US21085","Grayson County, Kentucky","26178","*****"
"0500000US21087","Green County, Kentucky","11023","*****"
"0500000US21089","Greenup County, Kentucky","35765","*****"
"0500000US21091","Hancock County, Kentucky","8719","*****"
"0500000US21093","Hardin County, Kentucky","108095","*****"
"0500000US21095","Harlan County, Kentucky","27134","*****"
"0500000US21097","Harrison County, Kentucky","18668","*****"
"0500000US21099","Hart County, Kentucky","18627","*****"
"0500000US21101","Henderson County, Kentucky","46137","*****"
"0500000US21103","Henry County, Kentucky","15814","*****"
"0500000US21105","Hickman County, Kentucky","4568","*****"
"0500000US21107","Hopkins County, Kentucky","45664","*****"
"0500000US21109","Jackson County, Kentucky","13373","*****"
"0500000US21111","Jefferson County, Kentucky","767154","*****"
"0500000US21113","Jessamine County, Kentucky","52422","*****"
"0500000US21115","Johnson County, Kentucky","22843","*****"
"0500000US21117","Kenton County, Kentucky","164688","*****"
"0500000US21119","Knott County, Kentucky","15513","*****"
"0500000US21121","Knox County, Kentucky","31467","*****"
"0500000US21123","Larue County, Kentucky","14156","*****"
"0500000US21125","Laurel County, Kentucky","60180","*****"
"0500000US21127","Lawrence County, Kentucky","15783","*****"
"0500000US21129","Lee County, Kentucky","6751","*****"
"0500000US21131","Leslie County, Kentucky","10472","*****"
"0500000US21133","Letcher County, Kentucky","22676","*****"
"0500000US21135","Lewis County, Kentucky","13490","*****"
"0500000US21137","Lincoln County, Kentucky","24458","*****"
"0500000US21139","Livingston County, Kentucky","9263","*****"
"0500000US21141","Logan County, Kentucky","26849","*****"
"0500000US21143","Lyon County, Kentucky","8186","*****"
"0500000US21145","McCracken County, Kentucky","65284","*****"
"0500000US21147","McCreary County, Kentucky","17635","*****"
"0500000US21149","McLean County, Kentucky","9331","*****"
"0500000US21151","Madison County, Kentucky","89700","*****"
"0500000US21153","Magoffin County, Kentucky","12666","*****"
"0500000US21155","Marion County, Kentucky","19232","*****"
"0500000US21157","Marshall County, Kentucky","31166","*****"
"0500000US21159","Martin County, Kentucky","11919","*****"
"0500000US21161","Mason County, Kentucky","17153","*****"
"0500000US21163","Meade County, Kentucky","28326","*****"
"0500000US21165","Menifee County, Kentucky","6405","*****"
"0500000US21167","Mercer County, Kentucky","21516","*****"
"0500000US21169","Metcalfe County, Kentucky","10004","*****"
"0500000US21171","Monroe County, Kentucky","10634","*****"
"0500000US21173","Montgomery County, Kentucky","27759","*****"
"0500000US21175","Morgan County, Kentucky","13285","*****"
"0500000US21177","Muhlenberg County, Kentucky","31081","*****"
"0500000US21179","Nelson County, Kentucky","45388","*****"
"0500000US21181","Nicholas County, Kentucky","7100","*****"
"0500000US21183","Ohio County, Kentucky","24071","*****"
"0500000US21185","Oldham County, Kentucky","65374","*****"
"0500000US21187","Owen County, Kentucky","10741","*****"
"0500000US21189","Owsley County, Kentucky","4463","*****"
"0500000US21191","Pendleton County, Kentucky","14520","*****"
"0500000US21193","Perry County, Kentucky","26917","*****"
"0500000US21195","Pike County, Kentucky","60483","*****"
"0500000US21197","Powell County, Kentucky","12321","*****"
"0500000US21199","Pulaski County, Kentucky","64145","*****"
"0500000US21201","Robertson County, Kentucky","2143","*****"
"0500000US21203","Rockcastle County, Kentucky","16827","*****"
"0500000US21205","Rowan County, Kentucky","24499","*****"
"0500000US21207","Russell County, Kentucky","17760","*****"
"0500000US21209","Scott County, Kentucky","53517","*****"
"0500000US21211","Shelby County, Kentucky","46786","*****"
"0500000US21213","Simpson County, Kentucky","18063","*****"
"0500000US21215","Spencer County, Kentucky","18246","*****"
"0500000US21217","Taylor County, Kentucky","25500","*****"
"0500000US21219","Todd County, Kentucky","12350","*****"
"0500000US21221","Trigg County, Kentucky","14344","*****"
"0500000US21223","Trimble County, Kentucky","8637","*****"
"0500000US21225","Union County, Kentucky","14802","*****"
"0500000US21227","Warren County, Kentucky","126427","*****"
"0500000US21229","Washington County, Kentucky","12019","*****"
"0500000US21231","Wayne County, Kentucky","20609","*****"
"0500000US21233","Webster County, Kentucky","13155","*****"
"0500000US21235","Whitley County, Kentucky","36089","*****"
"0500000US21237","Wolfe County, Kentucky","7223","*****"
"0500000US21239","Woodford County, Kentucky","26097","*****"
"0500000US22001","Acadia Parish, Louisiana","62568","*****"
"0500000US22003","Allen Parish, Louisiana","25661","*****"
"0500000US22005","Ascension Parish, Louisiana","121176","*****"
"0500000US22007","Assumption Parish, Louisiana","22714","*****"
"0500000US22009","Avoyelles Parish, Louisiana","40882","*****"
"0500000US22011","Beauregard Parish, Louisiana","36769","*****"
"0500000US22013","Bienville Parish, Louisiana","13668","*****"
"0500000US22015","Bossier Parish, Louisiana","126131","*****"
"0500000US22017","Caddo Parish, Louisiana","248361","*****"
"0500000US22019","Calcasieu Parish, Louisiana","200182","*****"
"0500000US22021","Caldwell Parish, Louisiana","9996","*****"
"0500000US22023","Cameron Parish, Louisiana","6868","*****"
"0500000US22025","Catahoula Parish, Louisiana","9893","*****"
"0500000US22027","Claiborne Parish, Louisiana","16153","*****"
"0500000US22029","Concordia Parish, Louisiana","20021","*****"
"0500000US22031","De Soto Parish, Louisiana","27216","*****"
"0500000US22033","East Baton Rouge Parish, Louisiana","444094","*****"
"0500000US22035","East Carroll Parish, Louisiana","7225","*****"
"0500000US22037","East Feliciana Parish, Louisiana","19499","*****"
"0500000US22039","Evangeline Parish, Louisiana","33636","*****"
"0500000US22041","Franklin Parish, Louisiana","20322","*****"
"0500000US22043","Grant Parish, Louisiana","22348","*****"
"0500000US22045","Iberia Parish, Louisiana","72691","*****"
"0500000US22047","Iberville Parish, Louisiana","32956","*****"
"0500000US22049","Jackson Parish, Louisiana","15926","*****"
"0500000US22051","Jefferson Parish, Louisiana","435300","*****"
"0500000US22053","Jefferson Davis Parish, Louisiana","31467","*****"
"0500000US22055","Lafayette Parish, Louisiana","240091","*****"
"0500000US22057","Lafourche Parish, Louisiana","98214","*****"
"0500000US22059","LaSalle Parish, Louisiana","14949","*****"
"0500000US22061","Lincoln Parish, Louisiana","47356","*****"
"0500000US22063","Livingston Parish, Louisiana","138111","*****"
"0500000US22065","Madison Parish, Louisiana","11472","*****"
"0500000US22067","Morehouse Parish, Louisiana","25992","*****"
"0500000US22069","Natchitoches Parish, Louisiana","38963","*****"
"0500000US22071","Orleans Parish, Louisiana","389648","*****"
"0500000US22073","Ouachita Parish, Louisiana","156075","*****"
"0500000US22075","Plaquemines Parish, Louisiana","23373","*****"
"0500000US22077","Pointe Coupee Parish, Louisiana","22158","*****"
"0500000US22079","Rapides Parish, Louisiana","131546","*****"
"0500000US22081","Red River Parish, Louisiana","8618","*****"
"0500000US22083","Richland Parish, Louisiana","20474","*****"
"0500000US22085","Sabine Parish, Louisiana","24088","*****"
"0500000US22087","St. Bernard Parish, Louisiana","45694","*****"
"0500000US22089","St. Charles Parish, Louisiana","52724","*****"
"0500000US22091","St. Helena Parish, Louisiana","10411","*****"
"0500000US22093","St. James Parish, Louisiana","21357","*****"
"0500000US22095","St. John the Baptist Parish, Louisiana","43446","*****"
"0500000US22097","St. Landry Parish, Louisiana","83449","*****"
"0500000US22099","St. Martin Parish, Louisiana","53752","*****"
"0500000US22101","St. Mary Parish, Louisiana","51734","*****"
"0500000US22103","St. Tammany Parish, Louisiana","252093","*****"
"0500000US22105","Tangipahoa Parish, Louisiana","130504","*****"
"0500000US22107","Tensas Parish, Louisiana","4666","*****"
"0500000US22109","Terrebonne Parish, Louisiana","112587","*****"
"0500000US22111","Union Parish, Louisiana","22475","*****"
"0500000US22113","Vermilion Parish, Louisiana","59867","*****"
"0500000US22115","Vernon Parish, Louisiana","51007","*****"
"0500000US22117","Washington Parish, Louisiana","46457","*****"
"0500000US22119","Webster Parish, Louisiana","39631","*****"
"0500000US22121","West Baton Rouge Parish, Louisiana","25860","*****"
"0500000US22123","West Carroll Parish, Louisiana","11180","*****"
"0500000US22125","West Feliciana Parish, Louisiana","15377","*****"
"0500000US22127","Winn Parish, Louisiana","14494","*****"
"0500000US23001","Androscoggin County, Maine","107444","*****"
"0500000US23003","Aroostook County, Maine","68269","*****"
"0500000US23005","Cumberland County, Maine","290944","*****"
"0500000US23007","Franklin County, Maine","30019","*****"
"0500000US23009","Hancock County, Maine","54541","*****"
"0500000US23011","Kennebec County, Maine","121545","*****"
"0500000US23013","Knox County, Maine","39823","*****"
"0500000US23015","Lincoln County, Maine","34067","*****"
"0500000US23017","Oxford County, Maine","57325","*****"
"0500000US23019","Penobscot County, Maine","151748","*****"
"0500000US23021","Piscataquis County, Maine","16887","*****"
"0500000US23023","Sagadahoc County, Maine","35277","*****"
"0500000US23025","Somerset County, Maine","50710","*****"
"0500000US23027","Waldo County, Maine","39418","*****"
"0500000US23029","Washington County, Maine","31694","*****"
"0500000US23031","York County, Maine","203102","*****"
"0500000US24001","Allegany County, Maryland","71977","*****"
"0500000US24003","Anne Arundel County, Maryland","567696","*****"
"0500000US24005","Baltimore County, Maryland","827625","*****"
"0500000US24009","Calvert County, Maryland","91082","*****"
"0500000US24011","Caroline County, Maryland","32875","*****"
"0500000US24013","Carroll County, Maryland","167522","*****"
"0500000US24015","Cecil County, Maryland","102517","*****"
"0500000US24017","Charles County, Maryland","157671","*****"
"0500000US24019","Dorchester County, Maryland","32261","*****"
"0500000US24021","Frederick County, Maryland","248472","*****"
"0500000US24023","Garrett County, Maryland","29376","*****"
"0500000US24025","Harford County, Maryland","251025","*****"
"0500000US24027","Howard County, Maryland","315327","*****"
"0500000US24029","Kent County, Maryland","19593","*****"
"0500000US24031","Montgomery County, Maryland","1040133","*****"
"0500000US24033","Prince George's County, Maryland","906202","*****"
"0500000US24035","Queen Anne's County, Maryland","49355","*****"
"0500000US24037","St. Mary's County, Maryland","111531","*****"
"0500000US24039","Somerset County, Maryland","25737","*****"
"0500000US24041","Talbot County, Maryland","37211","*****"
"0500000US24043","Washington County, Maryland","149811","*****"
"0500000US24045","Wicomico County, Maryland","102172","*****"
"0500000US24047","Worcester County, Maryland","51564","*****"
"0500000US24510","Baltimore city, Maryland","614700","*****"
"0500000US25001","Barnstable County, Massachusetts","213690","*****"
"0500000US25003","Berkshire County, Massachusetts","127328","*****"
"0500000US25005","Bristol County, Massachusetts","558905","*****"
"0500000US25007","Dukes County, Massachusetts","17313","*****"
"0500000US25009","Essex County, Massachusetts","781024","*****"
"0500000US25011","Franklin County, Massachusetts","70935","*****"
"0500000US25013","Hampden County, Massachusetts","469116","*****"
"0500000US25015","Hampshire County, Massachusetts","161159","*****"
"0500000US25017","Middlesex County, Massachusetts","1595192","*****"
"0500000US25019","Nantucket County, Massachusetts","11101","*****"
"0500000US25021","Norfolk County, Massachusetts","698249","*****"
"0500000US25023","Plymouth County, Massachusetts","512135","*****"
"0500000US25025","Suffolk County, Massachusetts","791766","*****"
"0500000US25027","Worcester County, Massachusetts","822280","*****"
"0500000US26001","Alcona County, Michigan","10364","*****"
"0500000US26003","Alger County, Michigan","9194","*****"
"0500000US26005","Allegan County, Michigan","115250","*****"
"0500000US26007","Alpena County, Michigan","28612","*****"
"0500000US26009","Antrim County, Michigan","23177","*****"
"0500000US26011","Arenac County, Michigan","15165","*****"
"0500000US26013","Baraga County, Michigan","8507","*****"
"0500000US26015","Barry County, Michigan","60057","*****"
"0500000US26017","Bay County, Michigan","104786","*****"
"0500000US26019","Benzie County, Michigan","17552","*****"
"0500000US26021","Berrien County, Michigan","154807","*****"
"0500000US26023","Branch County, Michigan","43584","*****"
"0500000US26025","Calhoun County, Michigan","134473","*****"
"0500000US26027","Cass County, Michigan","51460","*****"
"0500000US26029","Charlevoix County, Michigan","26219","*****"
"0500000US26031","Cheboygan County, Michigan","25458","*****"
"0500000US26033","Chippewa County, Michigan","37834","*****"
"0500000US26035","Clare County, Michigan","30616","*****"
"0500000US26037","Clinton County, Michigan","77896","*****"
"0500000US26039","Crawford County, Michigan","13836","*****"
"0500000US26041","Delta County, Michigan","36190","*****"
"0500000US26043","Dickinson County, Michigan","25570","*****"
"0500000US26045","Eaton County, Michigan","109155","*****"
"0500000US26047","Emmet County, Michigan","33039","*****"
"0500000US26049","Genesee County, Michigan","409361","*****"
"0500000US26051","Gladwin County, Michigan","25289","*****"
"0500000US26053","Gogebic County, Michigan","15414","*****"
"0500000US26055","Grand Traverse County, Michigan","91746","*****"
"0500000US26057","Gratiot County, Michigan","41067","*****"
"0500000US26059","Hillsdale County, Michigan","45830","*****"
"0500000US26061","Houghton County, Michigan","36360","*****"
"0500000US26063","Huron County, Michigan","31543","*****"
"0500000US26065","Ingham County, Michigan","289564","*****"
"0500000US26067","Ionia County, Michigan","64176","*****"
"0500000US26069","Iosco County, Michigan","25247","*****"
"0500000US26071","Iron County, Michigan","11212","*****"
"0500000US26073","Isabella County, Michigan","70775","*****"
"0500000US26075","Jackson County, Michigan","158913","*****"
"0500000US26077","Kalamazoo County, Michigan","261573","*****"
"0500000US26079","Kalkaska County, Michigan","17463","*****"
"0500000US26081","Kent County, Michigan","643140","*****"
"0500000US26083","Keweenaw County, Michigan","2130","*****"
"0500000US26085","Lake County, Michigan","11763","*****"
"0500000US26087","Lapeer County, Michigan","88202","*****"
"0500000US26089","Leelanau County, Michigan","21639","*****"
"0500000US26091","Lenawee County, Michigan","98474","*****"
"0500000US26093","Livingston County, Michigan","188482","*****"
"0500000US26095","Luce County, Michigan","6364","*****"
"0500000US26097","Mackinac County, Michigan","10817","*****"
"0500000US26099","Macomb County, Michigan","868704","*****"
"0500000US26101","Manistee County, Michigan","24444","*****"
"0500000US26103","Marquette County, Michigan","66939","*****"
"0500000US26105","Mason County, Michigan","28884","*****"
"0500000US26107","Mecosta County, Michigan","43264","*****"
"0500000US26109","Menominee County, Michigan","23234","*****"
"0500000US26111","Midland County, Michigan","83389","*****"
"0500000US26113","Missaukee County, Michigan","15006","*****"
"0500000US26115","Monroe County, Michigan","149699","*****"
"0500000US26117","Montcalm County, Michigan","63209","*****"
"0500000US26119","Montmorency County, Michigan","9261","*****"
"0500000US26121","Muskegon County, Michigan","173043","*****"
"0500000US26123","Newaygo County, Michigan","48142","*****"
"0500000US26125","Oakland County, Michigan","1250843","*****"
"0500000US26127","Oceana County, Michigan","26417","*****"
"0500000US26129","Ogemaw County, Michigan","20928","*****"
"0500000US26131","Ontonagon County, Michigan","5968","*****"
"0500000US26133","Osceola County, Michigan","23232","*****"
"0500000US26135","Oscoda County, Michigan","8277","*****"
"0500000US26137","Otsego County, Michigan","24397","*****"
"0500000US26139","Ottawa County, Michigan","284034","*****"
"0500000US26141","Presque Isle County, Michigan","12797","*****"
"0500000US26143","Roscommon County, Michigan","23877","*****"
"0500000US26145","Saginaw County, Michigan","192778","*****"
"0500000US26147","St. Clair County, Michigan","159566","*****"
"0500000US26149","St. Joseph County, Michigan","60897","*****"
"0500000US26151","Sanilac County, Michigan","41376","*****"
"0500000US26153","Schoolcraft County, Michigan","8069","*****"
"0500000US26155","Shiawassee County, Michigan","68493","*****"
"0500000US26157","Tuscola County, Michigan","53250","*****"
"0500000US26159","Van Buren County, Michigan","75272","*****"
"0500000US26161","Washtenaw County, Michigan","365961","*****"
"0500000US26163","Wayne County, Michigan","1761382","*****"
"0500000US26165","Wexford County, Michigan","33111","*****"
"0500000US27001","Aitkin County, Minnesota","15834","*****"
"0500000US27003","Anoka County, Minnesota","347431","*****"
"0500000US27005","Becker County, Minnesota","33773","*****"
"0500000US27007","Beltrami County, Minnesota","46117","*****"
"0500000US27009","Benton County, Minnesota","39779","*****"
"0500000US27011","Big Stone County, Minnesota","5016","*****"
"0500000US27013","Blue Earth County, Minnesota","66322","*****"
"0500000US27015","Brown County, Minnesota","25211","*****"
"0500000US27017","Carlton County, Minnesota","35540","*****"
"0500000US27019","Carver County, Minnesota","100416","*****"
"0500000US27021","Cass County, Minnesota","29022","*****"
"0500000US27023","Chippewa County, Minnesota","12010","*****"
"0500000US27025","Chisago County, Minnesota","54727","*****"
"0500000US27027","Clay County, Minnesota","62801","*****"
"0500000US27029","Clearwater County, Minnesota","8812","*****"
"0500000US27031","Cook County, Minnesota","5311","*****"
"0500000US27033","Cottonwood County, Minnesota","11372","*****"
"0500000US27035","Crow Wing County, Minnesota","63855","*****"
"0500000US27037","Dakota County, Minnesota","418201","*****"
"0500000US27039","Dodge County, Minnesota","20582","*****"
"0500000US27041","Douglas County, Minnesota","37203","*****"
"0500000US27043","Faribault County, Minnesota","13896","*****"
"0500000US27045","Fillmore County, Minnesota","20888","*****"
"0500000US27047","Freeborn County, Minnesota","30526","*****"
"0500000US27049","Goodhue County, Minnesota","46217","*****"
"0500000US27051","Grant County, Minnesota","5938","*****"
"0500000US27053","Hennepin County, Minnesota","1235478","*****"
"0500000US27055","Houston County, Minnesota","18663","*****"
"0500000US27057","Hubbard County, Minnesota","20862","*****"
"0500000US27059","Isanti County, Minnesota","38974","*****"
"0500000US27061","Itasca County, Minnesota","45203","*****"
"0500000US27063","Jackson County, Minnesota","10047","*****"
"0500000US27065","Kanabec County, Minnesota","16004","*****"
"0500000US27067","Kandiyohi County, Minnesota","42658","*****"
"0500000US27069","Kittson County, Minnesota","4337","*****"
"0500000US27071","Koochiching County, Minnesota","12644","*****"
