"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"0500000US27163","Washington County, Minnesota","259201","*****","248074","*****","212905","188","12989","1152","533","184","15346","1205","0","147","263","217","6038","1735","322","536","5716","1619","11127","*****","7230","1403","148","262","390","359","97","155","60","74","1605","1175","1597","869","269","265","1328","813"
"0500000US29047","Clay County, Missouri","246365","*****","229190","*****","198642","128","16007","1365","1280","720","4228","1181","722","424","108","128","8203","2071","0","190","8203","2071","17175","*****","11076","1730","320","262","20","33","261","382","0","190","3336","1475","2162","1071","911","957","1251","678"
"0500000US29095","Jackson County, Missouri","700307","*****","636539","*****","434690","1019","161546","2833","1682","650","12554","1173","2275","289","2553","1184","21239","3120","574","442","20665","3020","63768","*****","39021","3887","1735","1171","357","298","0","190","0","190","17884","3847","4771","1511","1644","725","3127","1377"
"0500000US29165","Platte County, Missouri","102985","*****","96616","*****","82833","269","7389","734","227","194","2602","518","29","39","213","248","3323","837","53","92","3270","822","6369","*****","4363","749","0","190","176","249","0","190","180","243","991","559","659","419","128","113","531","415"
"0500000US29183","St. Charles County, Missouri","399182","*****","385808","*****","346363","621","19113","1456","629","346","10890","942","0","190","898","726","7915","1708","72","119","7843","1719","13374","*****","10218","1426","312","280","0","190","107","174","0","190","1617","966","1120","827","425","338","695","740"
"0500000US29189","St. Louis County, Missouri","996945","*****","967421","*****","653163","607","243112","2680","1336","728","45482","1596","587","510","2660","1398","21081","3070","111","100","20970","3074","29524","*****","21767","2023","875","676","638","630","0","190","0","190","4113","1883","2131","917","717","552","1414","766"
"0500000US29510","St. Louis city, Missouri","302838","*****","290329","*****","133688","275","137087","1809","685","328","10662","679","342","439","719","463","7146","2021","48","80","7098","2018","12509","*****","8961","1206","317","252","0","190","216","349","90","138","1979","754","946","630","362","291","584","521"
"0500000US30111","Yellowstone County, Montana","160137","*****","150889","*****","137840","120","787","319","6609","1132","1019","589","67","116","51","78","4516","1219","55","91","4461","1235","9248","*****","6204","1283","0","172","1154","842","0","172","0","172","914","775","976","732","388","431","588","515"
"0500000US31055","Douglas County, Nebraska","566880","*****","494159","*****","390501","982","61565","2912","2120","908","22476","1105","52","53","1515","1007","15930","3271","52","57","15878","3276","72721","*****","55779","3212","377","235","2027","2008","245","212","38","63","11592","2546","2663","875","1258","663","1405","644"
"0500000US31109","Lancaster County, Nebraska","317272","*****","294375","*****","256028","396","12272","1353","1272","526","12759","1249","134","152","288","332","11622","2040","174","218","11448","2010","22897","*****","15612","2201","220","199","813","520","0","161","0","161","3886","1298","2366","1637","1977","1689","389","386"
"0500000US31153","Sarpy County, Nebraska","184459","*****","166467","*****","148415","257","6634","1031","451","286","4295","841","162","248","166","257","6344","1409","0","161","6344","1409","17992","*****","10060","1544","739","533","185","194","0","161","0","161","5512","1347","1496","699","744","480","752","517"
"0500000US32003","Clark County, Nevada","2231647","*****","1529881","*****","936250","1717","252415","5694","11065","1399","214220","4961","15152","1325","10488","3535","90291","7502","2979","1477","87312","7448","701766","*****","349439","12831","11942","3591","12639","3352","5408","1309","542","365","284530","12976","37266","4857","20121","3635","17145","3447"
"0500000US32031","Washoe County, Nevada","465735","*****","350066","*****","290990","650","9990","1350","6473","836","23490","1633","2446","401","740","706","15937","2358","761","911","15176","2328","115669","*****","61984","6173","1795","1415","811","735","248","245","821","909","45301","6344","4709","1261","2802","1015","1907","782"
"0500000US33009","Grafton County, New Hampshire","89786","*****","87515","*****","81281","106","955","286","403","209","3149","483","89","93","100","94","1538","617","0","192","1538","617","2271","*****","1601","284","257","161","0","192","20","37","0","192","160","144","233","215","132","171","101","119"
"0500000US33011","Hillsborough County, New Hampshire","415247","*****","386045","*****","348206","708","9971","1308","622","477","17910","1111","0","192","859","710","8477","1666","278","260","8199","1638","29202","*****","18352","2647","3853","1657","0","192","0","192","42","69","4029","1921","2926","1288","322","251","2604","1290"
"0500000US34001","Atlantic County, New Jersey","265429","*****","214410","*****","148343","207","35186","2338","492","253","21112","936","174","207","583","639","8520","2516","331","376","8189","2517","51019","*****","25066","3661","1864","1158","65","119","309","316","81","125","21524","3519","2110","1103","409","291","1701","1057"
"0500000US34003","Bergen County, New Jersey","936692","*****","743932","*****","517840","1403","49779","1912","1443","166","154634","3023","186","194","4193","1700","15857","3410","1874","949","13983","3137","192760","*****","147743","6534","5637","1946","1498","1145","1282","717","49","83","24360","5607","12191","3296","4595","1633","7596","3023"
"0500000US34005","Burlington County, New Jersey","445384","*****","408284","*****","296319","2197","73477","2234","251","164","20706","1747","310","493","2550","2248","14671","3021","196","288","14475","2981","37100","*****","21292","2514","2812","991","96","134","155","133","293","469","9517","2275","2935","1652","1587","1284","1348","722"
"0500000US34007","Camden County, New Jersey","507078","*****","419645","*****","283484","1577","95647","1644","270","333","30388","945","0","210","2115","1620","7741","1836","179","230","7562","1829","87433","*****","28356","4717","6657","2309","339","353","154","244","63","105","43483","5114","8381","3507","4754","2538","3627","2225"
"0500000US34011","Cumberland County, New Jersey","150972","*****","103546","*****","69095","198","27925","1453","651","325","2444","210","0","210","167","198","3264","1506","0","210","3264","1506","47426","*****","29247","3569","1625","1140","142","161","215","347","0","210","14334","3285","1863","1043","554","475","1309","949"
"0500000US34013","Essex County, New Jersey","799767","*****","611449","*****","237411","2248","307128","3242","485","528","44199","1125","60","99","10749","3638","11417","2435","1123","744","10294","2264","188318","*****","90365","7717","11727","3796","591","437","248","220","241","408","77551","8066","7595","2098","3003","1392","4592","1791"
"0500000US34015","Gloucester County, New Jersey","291408","*****","272769","*****","227303","332","29537","1504","308","369","9583","481","0","210","378","332","5660","1724","816","834","4844","1546","18639","*****","11400","2126","340","360","200","263","180","273","0","210","4132","1456","2387","1164","1397","983","990","741"
"0500000US34017","Hudson County, New Jersey","676061","*****","386003","*****","192080","1460","70604","2006","335","274","106609","1749","0","210","5046","2275","11329","2027","1639","826","9690","2181","290058","*****","167619","8890","11541","3342","2673","2571","1863","1438","0","210","91021","9270","15341","3795","6233","2107","9108","3174"
"0500000US34021","Mercer County, New Jersey","369811","*****","302729","*****","180440","210","74077","1521","34","60","41920","941","111","185","131","154","6016","1758","479","436","5537","1709","67082","*****","46531","5185","1825","973","596","917","70","102","0","210","16283","5046","1777","1382","1196","1171","581","620"
"0500000US34023","Middlesex County, New Jersey","829685","*****","650540","*****","348093","1686","78464","2118","1799","269","201694","2610","616","718","3006","1805","16868","3066","3385","1500","13483","2531","179145","*****","120373","7036","5693","2054","1112","830","465","451","0","210","41793","6758","9709","2673","5088","1601","4621","2147"
"0500000US34025","Monmouth County, New Jersey","621354","*****","552677","*****","465503","522","43245","1601","279","320","34085","1410","92","155","595","557","8878","2180","1159","975","7719","1882","68677","*****","53862","3410","2898","1820","216","356","0","210","0","210","8186","2412","3515","1705","1037","767","2478","1523"
"0500000US34027","Morris County, New Jersey","494228","*****","426463","*****","348635","989","16562","770","426","331","51676","1589","102","120","423","392","8639","1837","1071","837","7568","1659","67765","*****","55263","3466","1107","710","407","404","267","325","38","66","7037","2059","3646","2119","1262","978","2384","1902"
"0500000US34029","Ocean County, New Jersey","601651","*****","544789","*****","507448","478","16854","1294","531","383","11494","1053","0","210","277","301","8185","1780","531","489","7654","1681","56862","*****","38533","5515","2892","1597","296","342","312","301","0","210","13043","5719","1786","1077","506","435","1280","958"
"0500000US34031","Passaic County, New Jersey","503310","*****","290487","*****","204369","1112","52511","1249","194","187","26637","1131","0","210","1241","1185","5535","1555","219","238","5316","1604","212823","*****","109913","8094","4061","1656","560","478","467","645","301","343","91037","7810","6484","1996","2342","1268","4142","1653"
"0500000US34035","Somerset County, New Jersey","331164","*****","281541","*****","183424","244","30050","1866","330","315","61124","1166","0","210","281","265","6332","2079","1053","674","5279","1879","49623","*****","37447","3082","2032","1003","170","206","229","233","0","210","6700","2662","3045","1798","2089","1653","956","770"
"0500000US34039","Union County, New Jersey","558067","*****","377627","*****","217560","1912","113305","3498","479","642","30554","814","0","210","7941","3067","7788","2855","892","908","6896","2710","180440","*****","78815","8282","6084","3189","3208","3012","539","597","0","210","85869","9033","5925","2557","2011","1103","3914","2272"
"0500000US35001","Bernalillo County, New Mexico","678701","*****","337000","*****","259631","748","16642","1661","27909","1584","17777","1144","176","252","1056","555","13809","2379","1268","779","12541","2196","341701","*****","270639","8276","3164","1392","3858","1266","986","764","0","201","46141","7324","16913","3617","9190","2978","7723","1680"
"0500000US35013","Doña Ana County, New Mexico","217522","*****","68360","*****","57996","501","3860","586","1949","469","1924","600","0","201","193","189","2438","1060","393","459","2045","926","149162","*****","134263","3449","481","421","701","474","160","263","73","129","11333","3019","2151","1176","907","676","1244","978"
"0500000US35031","McKinley County, New Mexico","72290","*****","61871","*****","6101","201","239","185","54220","399","797","64","66","91","143","233","305","247","0","201","305","247","10419","*****","2443","1508","59","118","3413","1569","0","201","0","201","3467","1365","1037","861","360","424","677","739"
"0500000US35043","Sandoval County, New Mexico","145179","*****","88022","*****","62556","37","3496","136","17240","695","2055","574","645","550","44","52","1986","845","14","24","1972","846","57157","*****","48021","2391","256","286","833","617","66","120","362","604","6099","2277","1520","799","955","522","565","595"
"0500000US35045","San Juan County, New Mexico","125043","*****","99380","*****","47303","235","857","323","48261","781","968","42","42","69","131","140","1818","830","59","115","1759","795","25663","*****","18808","1887","217","349","1797","1357","524","744","0","201","2654","1189","1663","896","562","422","1101","764"
"0500000US35049","Santa Fe County, New Mexico","150056","*****","73407","*****","64458","63","1356","209","3540","455","1674","372","102","142","34","59","2243","603","272","256","1971","567","76649","*****","60521","3042","425","633","1014","582","46","75","0","201","11066","2762","3577","1430","2414","1255","1163","661"
"0500000US35061","Valencia County, New Mexico","76456","*****","29802","*****","24375","455","1036","1030","1768","814","429","585","0","201","105","126","2089","1253","276","437","1813","1118","46654","*****","36979","2922","66","101","796","523","79","133","0","201","7507","2757","1227","791","465","420","762","670"
"0500000US36001","Albany County, New York","307117","*****","288379","*****","219970","403","35120","2419","282","202","21445","912","834","1334","765","579","9963","2337","163","188","9800","2330","18738","*****","8994","1698","4529","1889","0","201","51","86","0","201","2006","877","3158","1263","843","684","2315","1196"
"0500000US36005","Bronx County, New York","1432132","*****","624904","*****","127874","1278","413932","3608","2888","980","51634","2741","0","201","9567","2751","19009","4502","3343","1787","15666","4157","807228","*****","194016","15109","95378","10600","5829","1619","2833","1489","1945","1765","464398","18162","42829","6159","24492","5531","18337","3505"
"0500000US36027","Dutchess County, New York","293718","*****","257048","*****","208199","776","29738","1634","265","280","9769","1253","0","201","1333","1037","7744","2119","140","155","7604","2083","36670","*****","20985","2431","2581","953","752","576","98","167","23","46","9067","2234","3164","1353","1099","674","2065","1163"
"0500000US36029","Erie County, New York","919719","*****","867310","*****","690760","752","118598","2445","3682","888","34043","1526","22","43","1050","682","19155","3042","656","624","18499","2988","52409","*****","21127","2625","3198","853","435","371","318","300","0","201","21417","2767","5914","1809","3791","1513","2123","984"
"0500000US36045","Jefferson County, New York","111755","*****","103055","*****","90724","89","6357","976","53","68","1516","448","217","220","0","201","4188","1149","52","89","4136","1145","8700","*****","4723","1005","403","311","197","181","0","201","0","201","2144","718","1233","556","462","323","771","427"
"0500000US36047","Kings County, New York","2582830","*****","2090130","*****","935684","2228","771373","4320","3883","1223","298567","5479","1141","518","11734","2923","67748","6859","5174","1674","62574","6298","492700","*****","190089","11370","55668","6020","3317","1670","1665","1013","229","194","215140","10924","26592","4714","14408","3697","12184","2506"
"0500000US36055","Monroe County, New York","742474","*****","675409","*****","521002","512","106371","3106","1330","394","27607","1286","133","232","2294","1560","16672","2689","643","543","16029","2717","67065","*****","39872","3474","5901","1649","1792","1265","872","582","38","64","12747","2575","5843","1921","2317","1594","3526","1343"
"0500000US36059","Nassau County, New York","1358343","*****","1124282","*****","800985","1994","155056","3132","1626","527","134761","3308","96","141","9210","3079","22548","4426","3989","1855","18559","3948","234061","*****","117670","10005","7189","2169","4597","2844","948","596","997","969","88308","9712","14352","4067","3549","1671","10803","3671"
"0500000US36061","New York County, New York","1628701","*****","1207678","*****","762501","1174","202788","3672","2631","791","198113","3252","407","670","5688","2453","35550","4482","2459","1596","33091","4318","421023","*****","142072","10686","33568","6544","9728","3431","2100","1187","509","514","188008","12077","45038","8874","17813","5315","27225","6677"
"0500000US36065","Oneida County, New York","229577","*****","215661","*****","187252","201","14821","1005","565","332","9598","566","0","201","0","201","3425","1129","0","201","3425","1129","13916","*****","8521","1627","696","584","15","28","208","312","0","201","2982","1129","1494","1035","1088","1007","406","270"
"0500000US36067","Onondaga County, New York","461809","*****","438380","*****","353347","528","53225","1397","2701","753","15880","1703","74","86","439","334","12714","2271","394","455","12320","2249","23429","*****","14383","2074","2655","1213","550","886","83","97","0","201","3251","1394","2507","1052","512","403","1995","969"
"0500000US36071","Orange County, New York","381951","*****","301920","*****","242321","454","39486","1625","122","224","10823","1071","217","269","1163","885","7788","1622","0","201","7788","1622","80031","*****","36993","6036","3564","1379","675","666","112","152","186","249","30259","5824","8242","3488","2637","2408","5605","2493"
"0500000US36081","Queens County, New York","2278906","*****","1639294","*****","563400","1606","392589","5293","6153","1341","585745","5281","822","713","37501","5402","53084","5918","13115","2307","39969","5132","639612","*****","284780","14114","26800","4006","4066","1841","2932","978","0","201","287878","14871","33156","5183","21698","4745","11458","2074"
"0500000US36083","Rensselaer County, New York","159442","*****","151100","*****","131779","181","9662","962","192","113","4342","524","0","201","194","210","4931","1114","108","146","4823","1103","8342","*****","5018","1183","949","697","0","201","0","201","0","201","920","518","1455","705","264","307","1191","677"
"0500000US36085","Richmond County, New York","476179","*****","387291","*****","286360","583","42991","2122","41","70","48553","1393","0","201","768","631","8578","2432","817","610","7761","2471","88888","*****","61626","5627","4107","1584","410","386","161","263","197","238","18881","4962","3506","1716","1291","777","2215","1465"
"0500000US36087","Rockland County, New York","325695","*****","266856","*****","203967","538","36123","1810","301","391","19432","838","0","201","1100","808","5933","1650","228","148","5705","1672","58839","*****","29084","4021","2835","1483","76","125","228","285","0","201","22089","4852","4527","2313","2044","1226","2483","1947"
"0500000US36089","St. Lawrence County, New York","108047","*****","105462","*****","98974","344","2777","177","841","219","1028","233","262","217","391","345","1189","271","0","201","1189","271","2585","*****","991","355","289","234","0","201","0","201","0","201","1079","338","226","195","140","141","86","140"
"0500000US36091","Saratoga County, New York","230163","*****","222444","*****","207287","175","4145","704","499","309","6005","661","0","201","482","517","4026","906","207","199","3819","944","7719","*****","5370","1347","803","578","55","111","0","201","0","201","1215","946","276","279","0","201","276","279"
"0500000US36093","Schenectady County, New York","155350","*****","143901","*****","113356","504","13751","2555","1502","1444","6931","912","220","349","1283","931","6858","2157","1087","1034","5771","1952","11449","*****","5581","1705","1662","1070","0","201","180","277","0","201","2782","1770","1244","934","290","373","954","759"
"0500000US36103","Suffolk County, New York","1481093","*****","1188204","*****","992720","1435","109202","2657","1547","847","58610","2032","101","169","2737","1411","23287","3501","2530","1019","20757","3455","292889","*****","213629","9121","6808","3068","3954","2863","875","613","131","161","54418","8299","13074","4428","3889","1828","9185","4125"
"0500000US36109","Tompkins County, New York","102793","*****","97321","*****","78960","155","4139","627","97","116","10518","974","0","201","801","767","2806","1024","0","201","2806","1024","5472","*****","2552","828","564","333","99","174","0","201","0","201","1800","884","457","405","120","211","337","314"
"0500000US36111","Ulster County, New York","178599","*****","159814","*****","139988","924","9713","881","155","156","2954","1140","0","201","923","924","6081","1428","61","129","6020","1434","18785","*****","9155","2441","1005","457","348","336","72","101","0","201","4190","1688","4015","2749","3592","2762","423","314"
"0500000US36119","Westchester County, New York","967612","*****","724351","*****","511494","877","130197","2468","1270","501","58582","1452","0","201","4348","1441","18460","2903","546","304","17914","2863","243261","*****","99243","8390","13537","3360","1407","819","364","243","223","204","117651","9846","10836","2427","5915","1998","4921","1546"
"0500000US37001","Alamance County, North Carolina","166436","*****","144938","*****","105471","23","32605","1498","409","209","2709","570","190","254","729","1151","2825","1003","170","265","2655","985","21498","*****","9731","2339","141","160","0","210","120","199","0","210","10685","2558","821","544","640","480","181","198"
"0500000US37021","Buncombe County, North Carolina","259103","*****","241777","*****","215962","368","16083","923","983","595","2654","910","385","210","185","292","5525","1558","292","268","5233","1521","17326","*****","14723","1512","0","210","24","41","0","210","0","210","2243","1469","336","352","323","351","13","25"
"0500000US37051","Cumberland County, North Carolina","332330","*****","292900","*****","141279","384","121927","2065","4089","808","8121","879","1062","188","698","456","15724","2126","0","210","15724","2126","39430","*****","23051","2444","2055","866","162","194","450","373","24","41","9351","2053","4337","1453","678","486","3659","1478"
"0500000US37063","Durham County, North Carolina","316739","*****","273311","*****","134772","299","111573","2615","1101","472","15698","1209","0","210","1691","2070","8476","2140","456","466","8020","2099","43428","*****","31322","3510","1698","1477","0","210","94","130","0","210","9104","3055","1210","1022","273","248","937","1000"
"0500000US37067","Forsyth County, North Carolina","379099","*****","329670","*****","212093","2006","96398","2528","1239","504","9574","629","1307","1929","1796","1972","7263","1941","501","393","6762","1872","49429","*****","34645","3955","3432","2084","66","113","0","210","0","210","7814","2660","3472","2015","1114","1068","2358","1849"
"0500000US37071","Gaston County, North Carolina","222846","*****","206666","*****","159867","185","36764","1639","363","344","3573","537","104","146","242","226","5753","1789","26","43","5727","1780","16180","*****","10445","1941","247","301","166","281","55","99","0","210","4244","1760","1023","880","136","137","887","893"
"0500000US37081","Guilford County, North Carolina","533670","*****","490175","*****","265176","483","178755","3313","2688","465","26999","1380","51","101","2577","2422","13929","2606","1063","1000","12866","2517","43495","*****","26022","3605","830","528","898","1202","78","98","0","210","14322","3717","1345","702","246","227","1099","652"
"0500000US37085","Harnett County, North Carolina","134214","*****","116750","*****","81951","20","25226","2254","978","546","1757","521","513","658","189","214","6136","1975","82","99","6054","1983","17464","*****","10079","2044","683","772","246","212","0","210","111","194","5412","1916","933","711","264","364","669","596"
"0500000US37097","Iredell County, North Carolina","178435","*****","164499","*****","135113","140","16376","1860","1392","940","4624","429","0","210","52","84","6942","1996","70","119","6872","2000","13936","*****","9709","1303","744","770","416","684","0","210","344","479","2003","1114","720","468","130","160","590","437"
"0500000US37119","Mecklenburg County, North Carolina","1093901","*****","945551","*****","505438","1020","341063","4057","3113","769","67332","1742","263","285","3044","1439","25298","4553","922","526","24376","4588","148350","*****","68445","6245","7877","3025","1718","1518","806","633","46","73","65361","7372","4097","1164","1805","885","2292","897"
"0500000US37129","New Hanover County, North Carolina","232274","*****","219250","*****","179260","598","31482","1303","374","305","3612","666","0","210","414","598","4108","1285","0","210","4108","1285","13024","*****","9216","1648","1257","1211","141","141","38","63","0","210","1973","1390","399","649","0","210","399","649"
"0500000US37133","Onslow County, North Carolina","197683","*****","172422","*****","129882","374","26860","2105","850","666","3713","949","178","222","326","352","10613","2242","68","114","10545","2270","25261","*****","16840","2285","878","550","903","1029","239","320","0","210","2949","1230","3452","1563","2101","1441","1351","965"
"0500000US37155","Robeson County, North Carolina","131831","*****","119957","*****","33023","210","30826","514","52926","650","840","229","0","210","220","244","2122","755","48","81","2074","742","11874","*****","3086","1230","962","831","449","352","0","210","0","210","6873","1536","504","430","135","205","369","294"
"0500000US37183","Wake County, North Carolina","1092305","*****","979508","*****","649332","2497","212601","4531","1716","567","77923","2871","331","339","3376","1992","34229","5125","1837","1426","32392","5091","112797","*****","50471","6928","8134","3396","750","546","290","244","0","210","44135","7415","9017","3093","3784","1649","5233","2461"
"0500000US39017","Butler County, Ohio","382378","*****","363777","*****","307481","407","31220","2006","488","642","13085","1204","0","195","818","675","10685","2459","395","512","10290","2387","18601","*****","11111","2542","422","362","293","466","0","195","0","195","5601","2267","1174","735","448","463","726","542"
"0500000US39035","Cuyahoga County, Ohio","1243857","*****","1167125","*****","728195","1878","358626","3537","1631","406","37707","1979","350","136","3317","1925","37299","3807","1162","553","36137","3921","76732","*****","49821","3325","4881","1970","1801","1124","993","672","255","338","12067","2474","6914","1871","2143","1112","4771","1433"
"0500000US39049","Franklin County, Ohio","1310300","*****","1235484","*****","816322","1657","295348","5056","1381","616","71359","2435","68","116","3614","1495","47392","5381","1988","919","45404","5339","74816","*****","41505","5035","2803","1283","1970","1454","725","816","0","195","20572","4106","7241","2449","1636","755","5605","2428"
"0500000US39057","Greene County, Ohio","167995","*****","163070","*****","140393","152","12493","909","100","156","4839","527","0","195","99","154","5146","985","0","195","5146","985","4925","*****","2984","728","514","389","54","94","49","79","0","195","591","466","733","465","261","243","472","414"
"0500000US39061","Hamilton County, Ohio","816684","*****","788507","*****","529988","548","205378","4327","627","418","24305","897","1279","1367","1452","709","25478","4137","245","233","25233","4159","28177","*****","17347","2512","2760","1737","282","307","29","54","0","195","6068","2467","1691","1230","258","239","1433","1180"
"0500000US39093","Lorain County, Ohio","309461","*****","277819","*****","240752","266","24306","1852","1071","504","3396","571","75","132","464","508","7755","1867","191","222","7564","1874","31642","*****","24841","1816","1428","1073","0","195","0","195","0","195","2867","902","2506","1163","843","584","1663","983"
"0500000US39095","Lucas County, Ohio","429899","*****","398629","*****","292392","1273","78988","3116","880","410","6636","762","457","402","1878","1307","17398","2944","219","196","17179","2934","31270","*****","14242","2360","1301","1097","487","323","71","112","0","195","8063","2086","7106","1762","5224","1695","1882","886"
"0500000US39099","Mahoning County, Ohio","229642","*****","214965","*****","173362","174","31638","1655","604","371","2206","329","0","195","124","158","7031","1766","43","73","6988","1749","14677","*****","7773","2086","1305","1137","0","195","0","195","37","65","2909","1774","2653","1628","1198","1125","1455","1321"
"0500000US39113","Montgomery County, Ohio","532331","*****","515872","*****","375088","614","107609","3367","1507","566","12140","1115","342","527","1120","631","18066","3366","646","458","17420","3359","16459","*****","11655","1973","736","742","69","116","0","195","72","105","2889","1891","1038","561","643","507","395","345"
"0500000US39151","Stark County, Ohio","371574","*****","363563","*****","319532","918","27519","2429","630","603","3920","503","0","195","1363","924","10599","2573","240","207","10359","2572","8011","*****","4250","1575","117","124","0","195","31","60","0","195","2978","1664","635","580","100","143","535","564"
"0500000US39153","Summit County, Ohio","541918","*****","529769","*****","414703","339","77026","3028","1095","545","20151","1501","0","195","1259","844","15535","3288","932","1360","14603","3472","12149","*****","7784","1845","651","560","242","273","0","195","0","195","3158","1880","314","242","239","239","75","96"
"0500000US40017","Canadian County, Oklahoma","144447","*****","130961","*****","109319","41","5189","435","5748","1171","3883","491","0","161","24","41","6798","1423","0","161","6798","1423","13486","*****","5959","1567","206","256","141","174","0","161","0","161","4434","1270","2746","1493","2336","1265","410","343"
"0500000US40027","Cleveland County, Oklahoma","281669","*****","256432","*****","199877","752","12715","1416","12241","1445","13058","1054","47","80","1191","961","17303","2616","84","139","17219","2608","25237","*****","15667","2211","237","312","631","412","205","209","51","88","6868","2205","1578","750","738","454","840","609"
"0500000US40031","Comanche County, Oklahoma","120422","*****","104321","*****","67248","80","16734","1972","3562","851","2398","351","913","977","0","161","13466","1902","45","80","13421","1908","16101","*****","7893","1547","973","592","395","312","204","229","0","161","4092","1245","2544","1024","624","508","1920","1069"
"0500000US40101","Muskogee County, Oklahoma","68362","*****","64054","*****","37723","433","7156","588","12123","988","196","159","0","161","218","223","6638","1137","269","308","6369","1102","4308","*****","1123","669","56","82","191","136","21","42","0","161","2624","754","293","287","0","161","293","287"
"0500000US40109","Oklahoma County, Oklahoma","792582","*****","651580","*****","439175","1622","116672","3998","22178","2260","27243","1473","559","203","3030","1460","42723","4762","811","934","41912","4784","141002","*****","99051","5673","1624","1092","2390","1573","33","57","152","201","32104","5462","5648","1514","1652","632","3996","1328"
"0500000US40125","Pottawatomie County, Oklahoma","72679","*****","68898","*****","52406","111","2500","187","8942","945","432","275","48","73","32","53","4538","1052","62","100","4476","1062","3781","*****","2394","522","97","153","400","391","0","161","0","161","471","296","419","333","0","161","419","333"
"0500000US40131","Rogers County, Oklahoma","91984","*****","87497","*****","65813","161","1064","143","11999","1134","1542","113","147","128","0","161","6932","1143","0","161","6932","1143","4487","*****","2753","563","0","161","532","278","69","103","0","161","311","244","822","435","308","257","514","436"
"0500000US40143","Tulsa County, Oklahoma","648360","*****","563838","*****","398173","756","65375","2016","30620","2173","21788","974","151","178","1938","878","45793","2727","1120","692","44673","2534","84522","*****","64090","2736","799","402","2095","823","91","110","35","55","13315","2488","4097","1371","756","382","3341","1323"
"0500000US40145","Wagoner County, Oklahoma","80110","*****","74946","*****","56853","255","2597","425","7205","988","1357","217","173","268","242","257","6519","1049","0","161","6519","1049","5164","*****","2759","708","0","161","112","125","0","161","0","161","1811","697","482","254","233","147","249","242"
